Tanggal,Wilayah,Jenis_Perkebunan,Jenis_Proses,Produksi_kg,Harga_per_kg_IDR,Kualitas,Profit,Year,Month,Month_Name,Quarter,Kombinasi
2025-12-10,Sulawesi,Perkebunan Swasta,Roasting,888.09,41341.02,Grade C,36714546.451799996,2025,12,December,4,Sulawesi | Perkebunan Swasta | Roasting
2025-04-10,Jawa Timur,Perkebunan Negara,Roasting,1606.59,30320.24,Grade A,48712194.3816,2025,4,April,2,Jawa Timur | Perkebunan Negara | Roasting
2025-12-15,Sulawesi,Perkebunan Swasta,Fermentasi,1759.7,31353.46,Grade C,55172683.562,2025,12,December,4,Sulawesi | Perkebunan Swasta | Fermentasi
2025-05-21,Sumatera,Perkebunan Negara,Fermentasi,1076.18,38366.77,Grade B,41289550.5386,2025,5,May,2,Sumatera | Perkebunan Negara | Fermentasi
2024-09-09,Jawa Timur,Perkebunan Rakyat,Roasting,349.85,35494.88,Grade B,12417883.768,2024,9,September,3,Jawa Timur | Perkebunan Rakyat | Roasting
2025-05-09,NTT,Perkebunan Negara,Pengeringan,1863.06,36514.98,Grade C,68029598.63880001,2025,5,May,2,NTT | Perkebunan Negara | Pengeringan
2024-08-10,Bali,Perkebunan Negara,Fermentasi,1185.64,27350.04,Grade A,32427301.425600003,2024,8,August,3,Bali | Perkebunan Negara | Fermentasi
2024-03-11,Jawa Timur,Perkebunan Swasta,Roasting,1450.53,25359.56,Grade B,36784802.5668,2024,3,March,1,Jawa Timur | Perkebunan Swasta | Roasting
2024-08-10,Bali,Perkebunan Rakyat,Penggilingan,1745.19,47602.38,Grade B,83075197.5522,2024,8,August,3,Bali | Perkebunan Rakyat | Penggilingan
2024-10-05,NTT,Perkebunan Swasta,Pengeringan,500.62,48000.05,Grade C,24029785.031000003,2024,10,October,4,NTT | Perkebunan Swasta | Pengeringan
2025-10-07,Bali,Perkebunan Rakyat,Pengeringan,1632.28,39382.19,Grade C,64282761.093200006,2025,10,October,4,Bali | Perkebunan Rakyat | Pengeringan
2024-08-10,NTT,Perkebunan Swasta,Fermentasi,1420.53,58231.61,Grade C,82719748.9533,2024,8,August,3,NTT | Perkebunan Swasta | Fermentasi
2025-08-20,Jawa Barat,Perkebunan Rakyat,Penggilingan,1847.2,58742.99,Grade C,108510051.128,2025,8,August,3,Jawa Barat | Perkebunan Rakyat | Penggilingan
2024-10-07,Sulawesi,Perkebunan Rakyat,Fermentasi,596.78,37427.26,Grade B,22335840.2228,2024,10,October,4,Sulawesi | Perkebunan Rakyat | Fermentasi
2025-11-27,NTT,Perkebunan Rakyat,Pengeringan,1668.66,34106.35,Grade C,56911901.991,2025,11,November,4,NTT | Perkebunan Rakyat | Pengeringan
2025-05-29,Sulawesi,Perkebunan Rakyat,Penggilingan,1939.47,28420.97,Grade A,55121618.6859,2025,5,May,2,Sulawesi | Perkebunan Rakyat | Penggilingan
2026-02-15,Sulawesi,Perkebunan Swasta,Fermentasi,564.53,43136.2,Grade B,24351678.985999998,2026,2,February,1,Sulawesi | Perkebunan Swasta | Fermentasi
2024-07-01,Jawa Barat,Perkebunan Rakyat,Penggilingan,1984.87,58068.16,Grade A,115257748.7392,2024,7,July,3,Jawa Barat | Perkebunan Rakyat | Penggilingan
2025-12-07,Jawa Timur,Perkebunan Rakyat,Pengeringan,1130.09,46424.77,Grade B,52464168.329299994,2025,12,December,4,Jawa Timur | Perkebunan Rakyat | Pengeringan
2025-01-09,Sumatera,Perkebunan Rakyat,Fermentasi,1662.92,34088.54,Grade A,56686514.9368,2025,1,January,1,Sumatera | Perkebunan Rakyat | Fermentasi
2024-03-28,Bali,Perkebunan Swasta,Roasting,883.35,58862.29,Grade B,51996003.8715,2024,3,March,1,Bali | Perkebunan Swasta | Roasting
2024-11-26,Sulawesi,Perkebunan Swasta,Fermentasi,582.43,26330.61,Grade B,15335737.1823,2024,11,November,4,Sulawesi | Perkebunan Swasta | Fermentasi
2024-01-13,Jawa Timur,Perkebunan Rakyat,Roasting,1460.54,43137.05,Grade C,63003387.007,2024,1,January,1,Jawa Timur | Perkebunan Rakyat | Roasting
2025-05-28,Bali,Perkebunan Swasta,Roasting,1331.38,54544.31,Grade A,72619203.4478,2025,5,May,2,Bali | Perkebunan Swasta | Roasting
2026-01-19,Jawa Barat,Perkebunan Swasta,Penggilingan,1366.59,47547.39,Grade A,64977787.7001,2026,1,January,1,Jawa Barat | Perkebunan Swasta | Penggilingan
2024-11-15,Sumatera,Perkebunan Negara,Fermentasi,1795.76,25251.4,Grade A,45345454.064,2024,11,November,4,Sumatera | Perkebunan Negara | Fermentasi
2025-06-18,Jawa Timur,Perkebunan Rakyat,Fermentasi,1964.57,44922.88,Grade B,88254142.3616,2025,6,June,2,Jawa Timur | Perkebunan Rakyat | Fermentasi
2024-01-01,Jawa Barat,Perkebunan Swasta,Penggilingan,802.2,40678.66,Grade B,32632421.052000005,2024,1,January,1,Jawa Barat | Perkebunan Swasta | Penggilingan
2025-09-11,Sulawesi,Perkebunan Negara,Fermentasi,1537.77,57719.5,Grade C,88759315.515,2025,9,September,3,Sulawesi | Perkebunan Negara | Fermentasi
2024-05-07,NTT,Perkebunan Rakyat,Penggilingan,1976.2,39009.53,Grade B,77090633.186,2024,5,May,2,NTT | Perkebunan Rakyat | Penggilingan
2024-05-09,Jawa Barat,Perkebunan Negara,Fermentasi,671.16,50462.14,Grade A,33868169.8824,2024,5,May,2,Jawa Barat | Perkebunan Negara | Fermentasi
2024-11-26,Bali,Perkebunan Rakyat,Pengeringan,292.81,52739.74,Grade A,15442723.269399999,2024,11,November,4,Bali | Perkebunan Rakyat | Pengeringan
2024-06-03,Sulawesi,Perkebunan Rakyat,Penggilingan,1184.68,26919.84,Grade A,31891396.051200002,2024,6,June,2,Sulawesi | Perkebunan Rakyat | Penggilingan
2025-05-12,Jawa Barat,Perkebunan Swasta,Roasting,288.03,43849.81,Grade A,12630060.774299998,2025,5,May,2,Jawa Barat | Perkebunan Swasta | Roasting
2024-02-06,Jawa Barat,Perkebunan Swasta,Pengeringan,661.29,29407.21,Grade C,19446693.9009,2024,2,February,1,Jawa Barat | Perkebunan Swasta | Pengeringan
2025-02-19,Sulawesi,Perkebunan Negara,Pengeringan,1531.13,29594.69,Grade B,45313317.6997,2025,2,February,1,Sulawesi | Perkebunan Negara | Pengeringan
2024-11-15,Bali,Perkebunan Swasta,Pengeringan,1122.41,44542.94,Grade B,49995441.2854,2024,11,November,4,Bali | Perkebunan Swasta | Pengeringan
2024-10-11,Sulawesi,Perkebunan Negara,Penggilingan,1491.78,34980.99,Grade C,52183941.2622,2024,10,October,4,Sulawesi | Perkebunan Negara | Penggilingan
2025-08-01,NTT,Perkebunan Swasta,Penggilingan,347.31,39666.28,Grade B,13776495.706799999,2025,8,August,3,NTT | Perkebunan Swasta | Penggilingan
2024-03-09,Sulawesi,Perkebunan Rakyat,Penggilingan,386.0,30989.28,Grade C,11961862.08,2024,3,March,1,Sulawesi | Perkebunan Rakyat | Penggilingan
2025-10-25,Jawa Timur,Perkebunan Rakyat,Roasting,208.75,26913.08,Grade C,5618105.45,2025,10,October,4,Jawa Timur | Perkebunan Rakyat | Roasting
2025-03-31,Bali,Perkebunan Rakyat,Penggilingan,882.54,56352.57,Grade A,49733397.127799995,2025,3,March,1,Bali | Perkebunan Rakyat | Penggilingan
2024-03-05,Bali,Perkebunan Negara,Pengeringan,626.27,32413.36,Grade A,20299514.9672,2024,3,March,1,Bali | Perkebunan Negara | Pengeringan
2025-06-19,Jawa Timur,Perkebunan Negara,Penggilingan,962.75,52224.52,Grade B,50279156.629999995,2025,6,June,2,Jawa Timur | Perkebunan Negara | Penggilingan
2025-01-10,NTT,Perkebunan Negara,Penggilingan,1277.95,52192.38,Grade B,66699252.021,2025,1,January,1,NTT | Perkebunan Negara | Penggilingan
2024-12-22,Sumatera,Perkebunan Rakyat,Pengeringan,1582.57,51296.35,Grade C,81180064.6195,2024,12,December,4,Sumatera | Perkebunan Rakyat | Pengeringan
2025-11-10,Jawa Barat,Perkebunan Swasta,Roasting,996.48,48011.08,Grade B,47842080.9984,2025,11,November,4,Jawa Barat | Perkebunan Swasta | Roasting
2024-06-23,NTT,Perkebunan Negara,Roasting,420.4,32408.24,Grade A,13624424.096,2024,6,June,2,NTT | Perkebunan Negara | Roasting
2025-03-18,Sumatera,Perkebunan Rakyat,Penggilingan,908.75,44828.28,Grade A,40737699.449999996,2025,3,March,1,Sumatera | Perkebunan Rakyat | Penggilingan
2025-06-01,Sulawesi,Perkebunan Negara,Fermentasi,1063.17,28337.05,Grade A,30127101.4485,2025,6,June,2,Sulawesi | Perkebunan Negara | Fermentasi
2026-01-11,Bali,Perkebunan Negara,Penggilingan,1844.34,53318.23,Grade A,98336944.3182,2026,1,January,1,Bali | Perkebunan Negara | Penggilingan
2024-05-31,Sumatera,Perkebunan Swasta,Pengeringan,1725.83,37322.05,Grade C,64411513.5515,2024,5,May,2,Sumatera | Perkebunan Swasta | Pengeringan
2025-08-15,Sulawesi,Perkebunan Swasta,Roasting,1323.01,59225.33,Grade C,78355703.8433,2025,8,August,3,Sulawesi | Perkebunan Swasta | Roasting
2024-06-07,Sumatera,Perkebunan Negara,Penggilingan,1615.68,49700.2,Grade B,80299619.13599999,2024,6,June,2,Sumatera | Perkebunan Negara | Penggilingan
2025-12-06,Jawa Timur,Perkebunan Negara,Roasting,696.34,58468.02,Grade A,40713621.0468,2025,12,December,4,Jawa Timur | Perkebunan Negara | Roasting
2025-06-07,Jawa Barat,Perkebunan Swasta,Penggilingan,444.67,37201.79,Grade B,16542519.9593,2025,6,June,2,Jawa Barat | Perkebunan Swasta | Penggilingan
2024-02-25,Jawa Barat,Perkebunan Rakyat,Penggilingan,1078.43,41456.95,Grade C,44708418.5885,2024,2,February,1,Jawa Barat | Perkebunan Rakyat | Penggilingan
2025-08-25,NTT,Perkebunan Rakyat,Penggilingan,503.66,35527.44,Grade B,17893750.430400003,2025,8,August,3,NTT | Perkebunan Rakyat | Penggilingan
2024-07-08,Jawa Barat,Perkebunan Swasta,Fermentasi,1972.92,59098.81,Grade C,116597224.2252,2024,7,July,3,Jawa Barat | Perkebunan Swasta | Fermentasi
2025-04-19,Bali,Perkebunan Negara,Penggilingan,1502.8,26133.14,Grade B,39272882.791999996,2025,4,April,2,Bali | Perkebunan Negara | Penggilingan
2024-02-03,Bali,Perkebunan Swasta,Pengeringan,1658.55,33248.89,Grade B,55144946.5095,2024,2,February,1,Bali | Perkebunan Swasta | Pengeringan
2025-10-14,Sulawesi,Perkebunan Rakyat,Pengeringan,834.34,57975.78,Grade C,48371512.2852,2025,10,October,4,Sulawesi | Perkebunan Rakyat | Pengeringan
2025-03-23,Sumatera,Perkebunan Negara,Fermentasi,1770.51,39529.04,Grade A,69986560.6104,2025,3,March,1,Sumatera | Perkebunan Negara | Fermentasi
2024-05-28,Sulawesi,Perkebunan Swasta,Roasting,447.22,38385.0,Grade B,17166539.7,2024,5,May,2,Sulawesi | Perkebunan Swasta | Roasting
2025-08-20,Jawa Timur,Perkebunan Swasta,Penggilingan,1309.96,30986.38,Grade A,40590918.3448,2025,8,August,3,Jawa Timur | Perkebunan Swasta | Penggilingan
2024-07-29,Sumatera,Perkebunan Rakyat,Penggilingan,1961.87,29819.53,Grade A,58502041.3211,2024,7,July,3,Sumatera | Perkebunan Rakyat | Penggilingan
2025-04-09,NTT,Perkebunan Swasta,Penggilingan,289.69,52045.43,Grade B,15077040.6167,2025,4,April,2,NTT | Perkebunan Swasta | Penggilingan
2025-01-25,Sumatera,Perkebunan Rakyat,Penggilingan,949.94,58429.2,Grade B,55504234.248,2025,1,January,1,Sumatera | Perkebunan Rakyat | Penggilingan
2025-11-04,NTT,Perkebunan Swasta,Penggilingan,572.66,56120.56,Grade C,32137999.889599998,2025,11,November,4,NTT | Perkebunan Swasta | Penggilingan
2024-01-27,Jawa Barat,Perkebunan Swasta,Fermentasi,627.23,37453.35,Grade C,23491864.7205,2024,1,January,1,Jawa Barat | Perkebunan Swasta | Fermentasi
2024-12-09,Bali,Perkebunan Negara,Fermentasi,659.76,26989.97,Grade B,17806902.6072,2024,12,December,4,Bali | Perkebunan Negara | Fermentasi
2024-09-12,Jawa Timur,Perkebunan Swasta,Pengeringan,842.49,32414.86,Grade B,27309195.4014,2024,9,September,3,Jawa Timur | Perkebunan Swasta | Pengeringan
2024-03-09,Jawa Timur,Perkebunan Swasta,Roasting,742.86,32291.49,Grade C,23988056.261400003,2024,3,March,1,Jawa Timur | Perkebunan Swasta | Roasting
2024-04-02,Jawa Barat,Perkebunan Swasta,Pengeringan,1325.37,25619.69,Grade B,33955568.535299994,2024,4,April,2,Jawa Barat | Perkebunan Swasta | Pengeringan
2024-01-23,Jawa Barat,Perkebunan Rakyat,Pengeringan,864.23,29317.79,Grade B,25337313.6517,2024,1,January,1,Jawa Barat | Perkebunan Rakyat | Pengeringan
2024-04-14,Jawa Barat,Perkebunan Swasta,Fermentasi,1367.82,49872.52,Grade B,68216630.30639999,2024,4,April,2,Jawa Barat | Perkebunan Swasta | Fermentasi
2025-09-17,Sulawesi,Perkebunan Negara,Roasting,1823.83,56484.73,Grade A,103018545.1159,2025,9,September,3,Sulawesi | Perkebunan Negara | Roasting
2025-12-05,Jawa Timur,Perkebunan Swasta,Pengeringan,909.8,36938.28,Grade A,33606447.143999994,2025,12,December,4,Jawa Timur | Perkebunan Swasta | Pengeringan
2025-01-09,Jawa Barat,Perkebunan Swasta,Fermentasi,311.51,36787.5,Grade C,11459674.125,2025,1,January,1,Jawa Barat | Perkebunan Swasta | Fermentasi
2024-04-26,Jawa Timur,Perkebunan Rakyat,Pengeringan,1684.0,55407.51,Grade B,93306246.84,2024,4,April,2,Jawa Timur | Perkebunan Rakyat | Pengeringan
2025-09-12,Bali,Perkebunan Negara,Pengeringan,309.15,41442.55,Grade C,12811964.3325,2025,9,September,3,Bali | Perkebunan Negara | Pengeringan
2025-07-18,Jawa Timur,Perkebunan Swasta,Roasting,634.74,41391.72,Grade A,26272980.3528,2025,7,July,3,Jawa Timur | Perkebunan Swasta | Roasting
2025-07-07,Bali,Perkebunan Negara,Fermentasi,753.85,44270.97,Grade B,33373670.734500002,2025,7,July,3,Bali | Perkebunan Negara | Fermentasi
2025-05-03,Sumatera,Perkebunan Swasta,Penggilingan,647.95,47275.01,Grade C,30631842.729500003,2025,5,May,2,Sumatera | Perkebunan Swasta | Penggilingan
2024-01-14,Sulawesi,Perkebunan Rakyat,Penggilingan,217.31,35139.28,Grade A,7636116.9368,2024,1,January,1,Sulawesi | Perkebunan Rakyat | Penggilingan
2024-12-04,Jawa Barat,Perkebunan Swasta,Roasting,1008.42,49675.8,Grade C,50094070.236,2024,12,December,4,Jawa Barat | Perkebunan Swasta | Roasting
2025-08-27,NTT,Perkebunan Negara,Pengeringan,295.49,49370.41,Grade C,14588462.450900001,2025,8,August,3,NTT | Perkebunan Negara | Pengeringan
2024-03-14,Bali,Perkebunan Negara,Penggilingan,923.57,58155.07,Grade C,53710277.999900006,2024,3,March,1,Bali | Perkebunan Negara | Penggilingan
2026-02-04,Bali,Perkebunan Rakyat,Roasting,1649.48,46188.38,Grade A,76186809.0424,2026,2,February,1,Bali | Perkebunan Rakyat | Roasting
2025-11-13,Jawa Timur,Perkebunan Negara,Roasting,999.47,36916.86,Grade A,36897294.0642,2025,11,November,4,Jawa Timur | Perkebunan Negara | Roasting
2026-01-09,Sulawesi,Perkebunan Rakyat,Fermentasi,982.58,52807.9,Grade C,51887986.38200001,2026,1,January,1,Sulawesi | Perkebunan Rakyat | Fermentasi
2025-11-14,Jawa Barat,Perkebunan Swasta,Fermentasi,605.6,47113.0,Grade C,28531632.8,2025,11,November,4,Jawa Barat | Perkebunan Swasta | Fermentasi
2026-01-08,Jawa Barat,Perkebunan Negara,Fermentasi,1616.3,48094.72,Grade C,77735495.936,2026,1,January,1,Jawa Barat | Perkebunan Negara | Fermentasi
2024-02-14,Sumatera,Perkebunan Rakyat,Pengeringan,377.82,59920.61,Grade C,22639204.8702,2024,2,February,1,Sumatera | Perkebunan Rakyat | Pengeringan
2025-05-14,Jawa Barat,Perkebunan Swasta,Penggilingan,894.49,31084.86,Grade A,27805096.4214,2025,5,May,2,Jawa Barat | Perkebunan Swasta | Penggilingan
2024-12-04,Bali,Perkebunan Rakyat,Fermentasi,1662.1,57240.42,Grade C,95139302.08199999,2024,12,December,4,Bali | Perkebunan Rakyat | Fermentasi
2024-06-09,Bali,Perkebunan Swasta,Penggilingan,513.17,37095.36,Grade B,19036225.8912,2024,6,June,2,Bali | Perkebunan Swasta | Penggilingan
2025-09-20,Bali,Perkebunan Rakyat,Pengeringan,1148.65,38023.76,Grade B,43675991.924,2025,9,September,3,Bali | Perkebunan Rakyat | Pengeringan
2024-10-01,Jawa Barat,Perkebunan Negara,Roasting,1147.6,38144.61,Grade B,43774754.436,2024,10,October,4,Jawa Barat | Perkebunan Negara | Roasting
2025-09-20,Jawa Barat,Perkebunan Rakyat,Pengeringan,1530.05,58706.62,Grade A,89824063.931,2025,9,September,3,Jawa Barat | Perkebunan Rakyat | Pengeringan
2024-01-16,Bali,Perkebunan Rakyat,Roasting,605.01,25497.62,Grade A,15426315.0762,2024,1,January,1,Bali | Perkebunan Rakyat | Roasting
2025-05-06,NTT,Perkebunan Negara,Penggilingan,1079.36,29048.1,Grade C,31353357.215999994,2025,5,May,2,NTT | Perkebunan Negara | Penggilingan
2025-10-26,Jawa Timur,Perkebunan Swasta,Pengeringan,1986.39,39295.39,Grade A,78055969.7421,2025,10,October,4,Jawa Timur | Perkebunan Swasta | Pengeringan
2024-04-23,Jawa Timur,Perkebunan Rakyat,Roasting,574.42,26158.67,Grade A,15026063.221399998,2024,4,April,2,Jawa Timur | Perkebunan Rakyat | Roasting
2024-06-07,Jawa Timur,Perkebunan Swasta,Penggilingan,1453.06,58096.35,Grade B,84417482.331,2024,6,June,2,Jawa Timur | Perkebunan Swasta | Penggilingan
2024-12-29,Jawa Timur,Perkebunan Swasta,Penggilingan,1345.12,29812.2,Grade A,40100986.463999994,2024,12,December,4,Jawa Timur | Perkebunan Swasta | Penggilingan
2026-01-11,Jawa Barat,Perkebunan Swasta,Penggilingan,1874.42,46821.03,Grade B,87762275.0526,2026,1,January,1,Jawa Barat | Perkebunan Swasta | Penggilingan
2025-12-08,Jawa Barat,Perkebunan Negara,Fermentasi,1967.82,58488.18,Grade A,115094210.3676,2025,12,December,4,Jawa Barat | Perkebunan Negara | Fermentasi
2025-04-21,Jawa Timur,Perkebunan Negara,Penggilingan,1797.82,36635.15,Grade B,65863405.373,2025,4,April,2,Jawa Timur | Perkebunan Negara | Penggilingan
2026-02-04,Jawa Timur,Perkebunan Swasta,Fermentasi,970.82,59998.15,Grade C,58247403.983,2026,2,February,1,Jawa Timur | Perkebunan Swasta | Fermentasi
2025-04-06,Sumatera,Perkebunan Rakyat,Penggilingan,1674.6,47674.33,Grade C,79835433.01799999,2025,4,April,2,Sumatera | Perkebunan Rakyat | Penggilingan
2024-04-19,Jawa Timur,Perkebunan Negara,Pengeringan,1841.15,52686.61,Grade B,97003952.00150001,2024,4,April,2,Jawa Timur | Perkebunan Negara | Pengeringan
2025-04-15,Jawa Timur,Perkebunan Swasta,Penggilingan,1514.79,38828.24,Grade C,58816629.669599995,2025,4,April,2,Jawa Timur | Perkebunan Swasta | Penggilingan
2025-04-08,Jawa Timur,Perkebunan Swasta,Fermentasi,585.53,44138.41,Grade C,25844363.2073,2025,4,April,2,Jawa Timur | Perkebunan Swasta | Fermentasi
2025-07-02,Bali,Perkebunan Negara,Penggilingan,1031.56,42527.52,Grade C,43869688.53119999,2025,7,July,3,Bali | Perkebunan Negara | Penggilingan
2025-01-07,Sulawesi,Perkebunan Rakyat,Pengeringan,1650.4,40416.45,Grade B,66703309.08,2025,1,January,1,Sulawesi | Perkebunan Rakyat | Pengeringan
2024-11-09,Bali,Perkebunan Swasta,Penggilingan,1861.55,31771.47,Grade A,59144179.9785,2024,11,November,4,Bali | Perkebunan Swasta | Penggilingan
2024-08-30,Jawa Barat,Perkebunan Rakyat,Pengeringan,1293.57,44796.31,Grade B,57947162.72669999,2024,8,August,3,Jawa Barat | Perkebunan Rakyat | Pengeringan
2024-06-30,Bali,Perkebunan Negara,Penggilingan,456.36,57535.92,Grade B,26257092.4512,2024,6,June,2,Bali | Perkebunan Negara | Penggilingan
2025-12-14,NTT,Perkebunan Negara,Penggilingan,1359.32,40093.75,Grade A,54500236.25,2025,12,December,4,NTT | Perkebunan Negara | Penggilingan
2025-08-12,Sulawesi,Perkebunan Rakyat,Pengeringan,1544.12,32206.62,Grade C,49730886.07439999,2025,8,August,3,Sulawesi | Perkebunan Rakyat | Pengeringan
2025-09-21,Jawa Barat,Perkebunan Swasta,Penggilingan,1056.35,35853.09,Grade A,37873411.62149999,2025,9,September,3,Jawa Barat | Perkebunan Swasta | Penggilingan
2024-06-26,Bali,Perkebunan Rakyat,Pengeringan,734.98,28518.09,Grade B,20960225.788200002,2024,6,June,2,Bali | Perkebunan Rakyat | Pengeringan
2025-01-30,Jawa Timur,Perkebunan Swasta,Penggilingan,1732.88,26907.58,Grade A,46627607.2304,2025,1,January,1,Jawa Timur | Perkebunan Swasta | Penggilingan
2024-02-20,Jawa Barat,Perkebunan Negara,Fermentasi,1843.32,34475.91,Grade C,63550134.42120001,2024,2,February,1,Jawa Barat | Perkebunan Negara | Fermentasi
2025-03-29,NTT,Perkebunan Negara,Pengeringan,1447.92,57295.16,Grade A,82958808.0672,2025,3,March,1,NTT | Perkebunan Negara | Pengeringan
2024-05-07,Bali,Perkebunan Swasta,Pengeringan,430.63,49482.25,Grade A,21308541.3175,2024,5,May,2,Bali | Perkebunan Swasta | Pengeringan
2025-09-22,Jawa Barat,Perkebunan Rakyat,Pengeringan,226.03,51551.53,Grade C,11652192.3259,2025,9,September,3,Jawa Barat | Perkebunan Rakyat | Pengeringan
2024-07-12,Jawa Timur,Perkebunan Negara,Fermentasi,1552.7,44042.71,Grade A,68385115.817,2024,7,July,3,Jawa Timur | Perkebunan Negara | Fermentasi
2025-04-30,Jawa Timur,Perkebunan Negara,Roasting,241.63,59067.86,Grade A,14272567.0118,2025,4,April,2,Jawa Timur | Perkebunan Negara | Roasting
2024-10-26,NTT,Perkebunan Swasta,Pengeringan,1087.95,57408.16,Grade A,62457207.672000006,2024,10,October,4,NTT | Perkebunan Swasta | Pengeringan
2025-04-04,Bali,Perkebunan Negara,Fermentasi,269.62,39853.94,Grade B,10745419.302800002,2025,4,April,2,Bali | Perkebunan Negara | Fermentasi
2025-07-23,Jawa Barat,Perkebunan Rakyat,Pengeringan,1219.14,58754.09,Grade A,71629461.2826,2025,7,July,3,Jawa Barat | Perkebunan Rakyat | Pengeringan
2025-08-19,Bali,Perkebunan Swasta,Fermentasi,874.67,58966.05,Grade C,51575834.9535,2025,8,August,3,Bali | Perkebunan Swasta | Fermentasi
2024-05-02,Jawa Timur,Perkebunan Negara,Penggilingan,1362.19,35976.28,Grade C,49006528.8532,2024,5,May,2,Jawa Timur | Perkebunan Negara | Penggilingan
2025-02-08,Sumatera,Perkebunan Swasta,Roasting,233.22,34932.7,Grade A,8147004.293999999,2025,2,February,1,Sumatera | Perkebunan Swasta | Roasting
2024-03-20,Bali,Perkebunan Rakyat,Pengeringan,917.71,29470.5,Grade C,27045372.555,2024,3,March,1,Bali | Perkebunan Rakyat | Pengeringan
2024-10-23,NTT,Perkebunan Swasta,Fermentasi,1137.96,43435.31,Grade A,49427645.3676,2024,10,October,4,NTT | Perkebunan Swasta | Fermentasi
2026-01-11,Sulawesi,Perkebunan Rakyat,Pengeringan,1868.58,37475.66,Grade C,70026268.76280001,2026,1,January,1,Sulawesi | Perkebunan Rakyat | Pengeringan
2025-12-18,NTT,Perkebunan Negara,Penggilingan,1939.39,32921.49,Grade B,63847608.4911,2025,12,December,4,NTT | Perkebunan Negara | Penggilingan
2025-10-30,Jawa Barat,Perkebunan Swasta,Roasting,1301.27,33430.0,Grade B,43501456.1,2025,10,October,4,Jawa Barat | Perkebunan Swasta | Roasting
2024-04-04,NTT,Perkebunan Negara,Pengeringan,1047.66,39784.61,Grade B,41680744.512600005,2024,4,April,2,NTT | Perkebunan Negara | Pengeringan
2025-09-07,NTT,Perkebunan Swasta,Roasting,950.7,38137.29,Grade B,36257121.603,2025,9,September,3,NTT | Perkebunan Swasta | Roasting
2025-06-21,Sulawesi,Perkebunan Negara,Penggilingan,1031.04,58760.11,Grade B,60584023.814399995,2025,6,June,2,Sulawesi | Perkebunan Negara | Penggilingan
2025-08-17,Sulawesi,Perkebunan Rakyat,Fermentasi,1466.4,42900.37,Grade A,62909102.56800001,2025,8,August,3,Sulawesi | Perkebunan Rakyat | Fermentasi
2024-07-02,Jawa Barat,Perkebunan Negara,Fermentasi,500.08,50576.1,Grade B,25292096.088,2024,7,July,3,Jawa Barat | Perkebunan Negara | Fermentasi
2025-08-24,Jawa Barat,Perkebunan Swasta,Roasting,1700.0,32586.87,Grade A,55397679.0,2025,8,August,3,Jawa Barat | Perkebunan Swasta | Roasting
2024-09-15,Jawa Timur,Perkebunan Negara,Fermentasi,994.67,42867.7,Grade B,42639215.158999994,2024,9,September,3,Jawa Timur | Perkebunan Negara | Fermentasi
2025-04-20,Sulawesi,Perkebunan Rakyat,Penggilingan,509.57,29690.01,Grade C,15129138.395699998,2025,4,April,2,Sulawesi | Perkebunan Rakyat | Penggilingan
2025-11-26,Sumatera,Perkebunan Negara,Fermentasi,1919.18,54431.31,Grade B,104463481.5258,2025,11,November,4,Sumatera | Perkebunan Negara | Fermentasi
2024-02-10,Bali,Perkebunan Negara,Penggilingan,684.07,38135.83,Grade B,26087577.2281,2024,2,February,1,Bali | Perkebunan Negara | Penggilingan
2026-01-16,Jawa Timur,Perkebunan Rakyat,Fermentasi,637.93,57888.16,Grade C,36928593.9088,2026,1,January,1,Jawa Timur | Perkebunan Rakyat | Fermentasi
2024-01-11,Sumatera,Perkebunan Swasta,Penggilingan,1234.9,52938.01,Grade C,65373148.54900001,2024,1,January,1,Sumatera | Perkebunan Swasta | Penggilingan
2024-09-23,Sulawesi,Perkebunan Swasta,Pengeringan,374.99,30293.63,Grade C,11359808.3137,2024,9,September,3,Sulawesi | Perkebunan Swasta | Pengeringan
2024-01-19,NTT,Perkebunan Rakyat,Roasting,1618.54,35418.5,Grade C,57326258.99,2024,1,January,1,NTT | Perkebunan Rakyat | Roasting
2025-11-17,Bali,Perkebunan Swasta,Roasting,729.77,55369.12,Grade A,40406722.7024,2025,11,November,4,Bali | Perkebunan Swasta | Roasting
2026-01-12,Bali,Perkebunan Swasta,Fermentasi,948.43,37063.57,Grade C,35152201.695099995,2026,1,January,1,Bali | Perkebunan Swasta | Fermentasi
2024-08-28,NTT,Perkebunan Negara,Fermentasi,1647.17,33708.53,Grade C,55523679.3601,2024,8,August,3,NTT | Perkebunan Negara | Fermentasi
2024-12-10,Bali,Perkebunan Rakyat,Penggilingan,556.73,29588.5,Grade C,16472805.605,2024,12,December,4,Bali | Perkebunan Rakyat | Penggilingan
2024-04-01,Jawa Barat,Perkebunan Rakyat,Fermentasi,913.64,57733.04,Grade C,52747214.6656,2024,4,April,2,Jawa Barat | Perkebunan Rakyat | Fermentasi
2025-10-11,Jawa Timur,Perkebunan Rakyat,Penggilingan,425.75,38436.03,Grade A,16364139.772499999,2025,10,October,4,Jawa Timur | Perkebunan Rakyat | Penggilingan
2025-02-02,Jawa Timur,Perkebunan Negara,Penggilingan,1485.52,49433.35,Grade B,73434230.092,2025,2,February,1,Jawa Timur | Perkebunan Negara | Penggilingan
